"stratum","round_id","coder_id","handle","point_total","num_submissions","attended","system_point_total","placed","old_rating","new_rating","old_vol","new_vol","rated_ind","advanced","provisional_placed","num_ratings","contestants_above","contestants_below","contestants_equal","sys_pos_percentile","first_pos_sub_time","last_pos_sub_time","contest_num","newcomer","Number_of_positive_subm","Number_of_complexities","Complexity_First","Complexity_Last","Complexity_Mean"
"",13964,22659388,"VadCom",1237.1,3,"Y",15427.12,176,931,839,385,322,1,"N",180,2,175,14,0,7.4074074074074066,3463758479,3463921067,1,"False",3,3,2,41,23.
"",13964,22660312,"jesni",38322.81,3,"Y",117456.55,46,1586,1621,602,512,1,"N",54,4,45,144,0,76.19047619047619,3463495255,3464009871,4,"False",3,3,46,86,63.
"",13964,22669890,"Khaled_Hawas",26244.46,5,"Y",83633.73,123,0,1180,0,385,1,"N",129,1,122,67,0,35.44973544973545,3464321968,3464596863,2,"False",5,5,156,168,162.6
"",13964,22673092,"Nerdicus",40104.62,2,"Y",118878.19,39,1565,1597,321,287,1,"N",38,8,38,151,0,79.8941798941799,3463964874,3464562480,8,"False",2,2,51,240,145.5
"",13964,22674580,"rrza1",35235.61,3,"Y",108033.43,70,0,1373,0,385,1,"N",77,1,69,120,0,63.49206349206349,3464039388,3464209951,2,"False",3,3,119,117,119.33333333333333
"",13964,22676144,"yikunwood",17997.64,1,"Y",64629.54,145,969,962,318,262,1,"N",153,3,144,45,0,23.809523809523807,3464240298,3464240298,3,"False",1,1,33,33,33.
"",13964,22679125,"shiyubnu",30985.34,11,"Y",92310.14,108,0,1233,0,385,1,"N",102,1,107,82,0,43.386243386243386,3463659483,3464404511,2,"False",10,10,18,72,50.1
"",13964,22679760,"imbunche",11508.56,4,"Y",37961.66,165,902,857,385,306,1,"N",166,2,164,25,0,13.227513227513226,3464191657,3464268519,1,"False",2,0,"","",""
"",13964,22681607,"Bzz",17267.99,5,"Y",50048.82,160,973,947,290,262,1,"N",154,14,159,30,0,15.873015873015872,3463746440,3464590206,12,"False",5,5,81,222,139.8
"",13964,22682274,"chokudai",45437.9,63,"Y",134450.19,4,2323,2392,556,504,1,"N",5,7,3,186,0,98.4126984126984,3463842295,3464610570,7,"False",63,63,50,76,70.98412698412699
"",13964,22682448,"baihua",33426.1,2,"Y",95944.95,99,0,1265,0,385,1,"N",88,1,98,91,0,48.148148148148145,3463655925,3463735153,2,"False",2,2,42,48,45.
"",13964,22683368,"piva",34359.53,3,"Y",102009.28,86,1394,1366,222,196,1,"N",84,6,85,104,0,55.026455026455025,3464298334,3464554991,6,"False",3,3,75,168,118.33333333333333
"",13964,22685597,"Milesss",13784.79,1,"Y",54952.83,156,1150,1065,603,527,1,"N",163,4,155,34,0,17.989417989417987,3463621903,3463621903,4,"False",1,1,10,10,10.
"",13964,22686004,"svrsvr",2479.89,2,"Y",7163.87,182,898,787,385,331,1,"N",176,2,181,8,0,4.232804232804233,3464572758,3464572758,1,"False",1,1,31,31,31.
"",13964,22688433,"Ukasz",567.23,1,"Y",1673.12,190,820,698,385,337,1,"N",185,2,188,1,0,0.5291005291005291,3464119092,3464119092,1,"False",1,1,11,11,11.
"",13964,22688436,"foota",40421.16,4,"Y",122741.16,29,1536,1602,263,251,1,"N",31,5,28,161,0,85.18518518518519,3464197516,3464399939,7,"False",4,4,83,86,85.25
"",13964,22688766,"linkboy",41474.12,33,"Y",120389.75,34,1639,1682,330,279,1,"N",26,1,33,156,0,82.53968253968253,3463832816,3464593676,2,"False",27,27,32,353,277.7037037037037
"",13964,22689499,"tpelkone",41987.31,6,"Y",126927.81,20,2575,2496,286,315,1,"N",20,23,19,170,0,89.94708994708994,3463749125,3464412589,24,"False",6,6,144,197,182.16666666666666
"",13964,22692931,"mdzfirst",11600.33,2,"Y",60424.15,152,1240,1162,359,343,1,"N",165,8,151,38,0,20.105820105820104,3463495539,3463747083,14,"False",2,2,51,77,64.
"",13964,22695644,"eomole12",38176.13,5,"Y",112874.44,57,1315,1371,398,338,1,"N",57,4,56,133,0,70.37037037037037,3464522995,3464592142,4,"False",5,5,145,157,159.8
"",13964,22698477,"laki",32384.98,1,"Y",94735.15,101,1392,1323,385,313,1,"N",93,2,100,89,0,47.08994708994709,3464446773,3464446773,2,"False",1,1,78,78,78.
"",13964,22702599,"hvo2004",33272.41,15,"Y",100858.41,88,1045,1105,353,304,1,"N",89,1,87,102,0,53.96825396825397,3464125392,3464614710,1,"False",15,15,62,179,131.46666666666667
"",13964,22702886,"adityaaytida",25803.92,5,"Y",75243.57,133,890,920,331,276,1,"N",131,3,132,57,0,30.158730158730158,3463544514,3464603704,2,"False",4,0,"","",""
"",13964,22703385,"Saeed_Reza",1634.59,3,"Y",19338.13,174,0,976,0,385,1,"N",178,1,173,16,0,8.465608465608465,3463672811,3464184353,2,"False",3,3,19,52,35.333333333333336
"",13964,22704035,"mmersic",34997.46,11,"Y",102643.4,83,1287,1290,304,251,1,"N",78,3,82,107,0,56.613756613756614,3463545379,3464614642,3,"False",11,11,54,190,98.18181818181819
"",13964,22708888,"indy256",36119.45,3,"Y",106931.51,73,0,1361,0,385,1,"N",70,1,72,117,0,61.904761904761905,3463869927,3464545870,4,"False",3,3,46,46,47.
"",13964,22709471,"frank44",39381,7,"Y",113541.49,53,1279,1350,372,334,1,"N",42,4,52,137,0,72.4867724867725,3463801505,3464577300,4,"False",7,7,48,77,64.14285714285714
"",13964,22711417,"tcjuan",34296.28,17,"Y",105226.61,78,1318,1329,415,351,1,"N",85,4,77,112,0,59.25925925925925,3463580142,3464487970,4,"False",17,17,49,94,73.70588235294117
"",13964,22713690,"SubCero",34993.22,8,"Y",101982.8,87,1161,1185,183,168,1,"N",79,12,86,103,0,54.4973544973545,3464101196,3464547799,15,"False",8,8,117,293,159.125
"",13964,22714352,"giden",30693.3,8,"Y",100688.65,90,656,846,385,383,1,"N",106,2,89,100,0,52.910052910052904,3463937244,3464369196,1,"False",8,8,35,49,42.875
"",13964,22714790,"xebro",37510.85,22,"Y",111527.54,60,986,1094,361,364,1,"N",61,6,59,130,0,68.78306878306879,3463481599,3464393147,7,"False",22,22,11,294,205.77272727272728
"",13964,22715447,"kima",779.8,3,"Y",8493.17,181,1349,1100,385,433,1,"N",183,2,180,9,0,4.761904761904762,3464184769,3464263393,2,"False",3,3,28,12,17.333333333333332
"",13964,22718910,"tygrysek",35349.11,7,"Y",100844.24,89,1032,1073,509,442,1,"N",76,6,88,101,0,53.43915343915344,3463842532,3464364642,4,"False",7,7,122,205,160.14285714285714
"",13964,22721536,"tejinder",27279.71,3,"Y",82510.81,125,0,1173,0,385,1,"N",125,1,124,65,0,34.39153439153439,3464263038,3464608417,2,"False",3,3,34,45,38.
"",13964,22726964,"wrong",35939.17,4,"Y",112396.05,58,1095,1186,249,267,1,"N",72,6,57,132,0,69.84126984126983,3463637788,3464003776,5,"False",4,4,36,73,56.5
"",13964,22733994,"tbischel",41114.89,5,"Y",125141.5,26,1149,1392,385,427,1,"N",27,2,25,164,0,86.77248677248677,3463930255,3464530504,2,"False",5,5,128,135,132.
"",13964,22739971,"imazato",46143.3,31,"Y",136281.03,1,2009,2227,583,636,1,"N",1,6,0,189,0,100.,3463483675,3464613870,7,"False",31,31,39,200,157.32258064516128
"",13964,22744331,"henshiru",39467.93,4,"Y",117482.33,45,1123,1236,306,334,1,"N",41,8,44,145,0,76.71957671957672,3464061130,3464611221,10,"False",4,4,54,123,84.25
"",13964,22748650,"marco.fago",41484.53,13,"Y",122357.48,30,1699,1719,253,226,1,"N",25,9,29,160,0,84.65608465608466,3464113304,3464588986,9,"False",13,13,38,59,49.23076923076923
"",13964,22755543,"Kop",38328.24,11,"Y",112272.53,59,0,1418,0,385,1,"N",53,1,58,131,0,69.31216931216932,3463599615,3464309176,1,"False",11,11,13,48,43.54545454545455
"",13964,22757925,"emgbvudduu",9855.04,6,"Y",29581.79,170,773,765,360,297,1,"N",167,3,169,20,0,10.582010582010582,3463703757,3464088890,1,"False",6,6,15,22,20.833333333333332
"",13964,22768151,"hogeuns",36024.67,13,"Y",108524.29,68,1122,1215,385,322,1,"N",71,2,67,122,0,64.55026455026454,3464038071,3464607134,4,"False",12,12,81,169,133.25
"",13964,22768223,"Daiver19",38572.86,14,"Y",113656.5,51,1427,1472,306,261,1,"N",49,1,50,139,0,73.54497354497354,3463491067,3464586370,2,"False",14,14,27,121,83.14285714285714
"",13964,22768779,"bachirkarboua",159.99,6,"Y",4949.01,185,0,918,0,385,1,"N",189,1,184,5,0,2.6455026455026456,3463489922,3464241636,1,"False",5,5,16,7,16.
"",13964,22770042,"shahrdar",38260.64,8,"Y",121137.99,32,1346,1502,385,358,1,"N",55,2,31,158,0,83.5978835978836,3463462292,3464102900,3,"False",7,7,38,70,61.714285714285715
"",13964,22771362,"aospin",33250.07,5,"Y",97811.55,95,0,1279,0,385,1,"N",90,1,94,95,0,50.264550264550266,3463582876,3464606238,4,"False",5,0,"","",""
"",13964,22774138,"bachir",1508.3,4,"Y",5904.77,183,0,930,0,385,1,"N",179,1,182,7,0,3.7037037037037033,3463755170,3464015097,2,"False",4,4,16,20,18.25
"",13964,22776438,"danielmcd",41741.33,11,"Y",123312.35,28,1241,1448,308,354,1,"N",23,2,27,162,0,85.71428571428571,3463450603,3464609500,3,"False",11,11,142,394,300.54545454545456
"",13964,22776950,"Leo628",31964.16,3,"Y",102906.93,82,1585,1517,580,461,1,"N",97,2,81,108,0,57.14285714285714,3463768252,3463776591,4,"False",2,2,38,46,42.
"",13964,22777985,"davidnr",33732.15,1,"Y",107479.5,71,1279,1314,385,304,1,"N",87,2,70,119,0,62.96296296296296,3463860988,3463860988,2,"False",1,1,108,108,108.
"",13964,22779022,"kruntuid",4866.2,1,"Y",20537.17,172,1106,970,385,345,1,"N",172,2,171,18,0,9.523809523809524,3463471128,3463471128,2,"False",1,1,23,23,23.
"",13964,22781646,"r2d1",20733.79,6,"Y",62696.17,147,1031,986,385,306,1,"N",146,2,146,43,0,22.75132275132275,3463863405,3464374555,2,"False",6,0,"","",""
"",13964,22781940,"sdya",35444.34,10,"Y",104810.6,79,1654,1573,353,314,1,"N",75,3,78,111,0,58.730158730158735,3463503732,3464532421,3,"False",10,10,87,161,92.7
"",13964,22782168,"mastermark",38864.53,10,"Y",114024.55,50,1178,1284,339,332,1,"N",47,4,49,140,0,74.07407407407408,3464231803,3464579139,4,"False",8,8,23,82,49.875
"",13964,22784122,"sjtu_pigoneand",40572.17,4,"Y",119425.05,38,0,1519,0,385,1,"N",29,1,37,152,0,80.42328042328042,3464256470,3464403409,3,"False",4,4,139,208,181.75
"",13964,22793646,"liwenkaitop",35897.23,12,"Y",104382.87,80,1203,1239,322,271,1,"N",73,1,79,110,0,58.201058201058196,3463464243,3463660996,2,"False",9,9,20,128,62.111111111111114
"",13964,22823867,"copperybean",399.95,1,"Y",1998.96,189,1148,929,385,407,1,"N",186,2,187,2,0,1.0582010582010581,3464614553,3464614553,2,"False",1,1,60,60,60.
"",13964,22828546,"VincentL",913.2,1,"Y",10762.59,178,967,877,301,281,1,"N",181,3,177,12,0,6.349206349206349,3463420745,3463420745,3,"False",1,1,7,7,7.
"",13964,22828906,"elemelin",32281.88,18,"Y",93219.83,105,0,1244,0,385,1,"N",95,1,104,85,0,44.97354497354497,3463836551,3464602465,1,"False",18,18,38,96,81.33333333333333
"",13964,22829005,"proman",42147.37,9,"Y",125269.2,25,0,1602,0,385,1,"N",19,1,24,165,0,87.3015873015873,3463724118,3464078399,3,"False",9,9,65,92,86.88888888888889
"",13964,22829907,"NickTheNickname",27444.53,3,"Y",81074.91,126,0,1169,0,385,1,"N",124,1,125,64,0,33.86243386243386,3463893009,3463945290,2,"False",3,3,51,50,50.333333333333336
"",13964,22830961,"kazmaro",28794.93,5,"Y",85648.11,121,1203,1153,385,307,1,"N",119,2,120,69,0,36.507936507936506,3464399307,3464604424,3,"False",4,0,"","",""
"",13964,22831955,"Simon24601",37590.68,6,"Y",108893.44,67,1262,1305,334,282,1,"N",60,1,66,123,0,65.07936507936508,3464517714,3464612874,2,"False",5,5,132,143,140.8
"",13964,22833599,"chenyufjfz",44732.21,20,"Y",131971.2,7,1351,1621,642,660,1,"N",7,1,6,183,0,96.82539682539682,3463971069,3464598313,1,"False",20,20,81,352,308.35
"",13964,22834862,"Gerasimoff",201.33,3,"Y",2270.78,188,0,901,0,385,1,"N",188,1,186,3,0,1.5873015873015872,3463484386,3463570772,2,"False",3,3,13,14,13.333333333333334
"",13964,22834928,"fujiyama",41538.85,4,"Y",125788.7,24,0,1609,0,385,1,"N",24,1,23,166,0,87.83068783068782,3463522745,3464602892,4,"False",4,4,30,80,69.
"",13964,22835761,"oerb",29717.72,9,"Y",106912.95,74,0,1357,0,385,1,"N",114,1,73,116,0,61.37566137566137,3463660297,3464094108,2,"False",8,8,51,386,248.375
"",13964,22836745,"jonm",40358.41,15,"Y",126655.46,21,0,1633,0,385,1,"N",34,1,20,169,0,89.41798941798942,3463530625,3464304044,2,"False",15,15,36,222,170.86666666666667
"",13964,22836875,"Celebrandil",45590.67,59,"Y",134260.8,5,0,1857,0,385,1,"N",4,1,4,185,0,97.88359788359789,3463566550,3464612829,3,"False",59,59,87,387,290.20338983050846
"",13964,22837366,"MuLLtiQ",23166.21,5,"Y",78415.13,130,0,1155,0,385,1,"N",140,1,129,60,0,31.746031746031743,3463484830,3464316291,2,"False",5,5,19,27,22.6
"",13964,22837478,"vsananda",20727.32,1,"Y",68987,142,0,1111,0,385,1,"N",147,1,141,48,0,25.396825396825395,3463802936,3463802936,1,"False",1,1,107,107,107.
"",13964,22838494,"redarrow",32385.76,5,"Y",90375.73,113,0,1216,0,385,1,"N",92,1,112,77,0,40.74074074074074,3463803250,3464226817,2,"False",5,5,107,123,113.6
"",14264,119676,"Pops",33.34,4,"Y",319.44,129,1276,1185,267,267,1,"N",118,4,128,57,0,30.810810810810814,3482233527,3482509080,5,"False",4,4,26,64,49.5
"",14264,154648,"dana",31.32,1,"Y",296.06,143,1267,1179,284,309,1,"N",137,23,142,43,0,23.243243243243246,3482951742,3482951742,31,"False",1,1,37,37,37.
"",14264,274023,"venco",67.59,3,"Y",668.95,1,2409,2461,227,235,1,"N",1,43,0,185,0,100.,3483113085,3483167648,64,"False",3,3,223,217,221.
"",14264,274498,"O_O",46.2,25,"Y",447.04,50,1379,1409,296,262,1,"N",50,6,49,136,0,73.51351351351352,3482094344,3483050659,6,"False",25,25,1,131,109.08
"",14264,7213681,"wleite",60.28,7,"Y",591.65,4,2558,2530,216,208,1,"N",4,47,3,182,0,98.37837837837839,3482860963,3483277163,52,"False",7,7,219,227,223.14285714285714
"",14264,7281980,"eldering",41.98,8,"Y",430.51,59,1366,1380,251,220,1,"N",74,7,58,127,0,68.64864864864865,3482317430,3483160821,7,"False",8,8,19,34,29.875
"",14264,7497678,"rajjoshi",30.05,5,"Y",304.54,139,1245,1123,306,309,1,"N",143,3,138,47,0,25.405405405405407,3482366099,3483052768,3,"False",5,5,82,89,87.8
"",14264,7514011,"sulfer",46.83,8,"Y",457.48,46,1297,1354,478,429,1,"N",46,7,45,140,0,75.67567567567568,3482123697,3482584167,7,"False",7,7,75,151,114.
"",14264,7527926,"Softwalker",38.74,1,"Y",379.27,88,1142,1154,253,229,1,"N",88,34,87,98,0,52.972972972972975,3482803537,3482803537,39,"False",1,1,43,43,43.
"",14264,8556305,"Archeress",41.23,12,"Y",405.68,80,1126,1150,480,432,1,"N",81,22,79,106,0,57.2972972972973,3482180408,3483260247,24,"False",12,12,43,69,62.416666666666664
"",14264,10039742,"AnonnymousT",58.28,14,"Y",575.82,6,1627,1744,563,557,1,"N",8,24,5,180,0,97.2972972972973,3482081577,3483231200,26,"False",14,14,38,102,98.78571428571429
"",14264,10306804,"jediller",37.49,8,"Y",367.66,95,1019,1038,394,347,1,"N",93,8,94,91,0,49.18918918918919,3482137800,3482998223,12,"False",8,8,1,84,49.
"",14264,10435514,"synne",51.52,11,"Y",500.91,23,1308,1404,270,299,1,"N",20,10,22,163,0,88.10810810810811,3482230803,3483167751,11,"False",11,11,20,70,50.63636363636363
"",14264,11775291,"areisinger",23.65,2,"Y",226.31,155,"",1026,"",385,1,"N",154,1,154,31,0,16.756756756756758,3483177795,3483259238,5,"False",2,2,36,36,36.
"",14264,11846525,"allthefish",36.87,6,"Y",364.98,99,819,869,364,337,1,"N",101,13,98,87,0,47.02702702702703,3482685866,3482868409,19,"False",6,6,71,77,77.33333333333333
"",14264,11909635,"Breusov",49.8,5,"Y",488.41,30,1149,1248,379,390,1,"N",31,17,29,156,0,84.32432432432432,3483021457,3483149929,18,"False",5,5,64,111,85.6
"",14264,13274356,"kishore_g84",45.42,4,"Y",441.99,53,1199,1248,254,249,1,"N",52,30,52,133,0,71.89189189189189,3482162334,3482250943,37,"False",4,4,19,24,20.75
"",14264,14822038,"Nikaustr",49.81,7,"Y",499.19,24,1606,1633,228,211,1,"N",30,20,23,162,0,87.56756756756758,3482253554,3483046393,22,"False",7,7,25,43,47.42857142857143
"",14264,14883513,"ZLATKO",28.49,1,"Y",275.58,148,952,916,222,213,1,"N",148,37,147,36,2,19.672131147540984,3482658570,3482658570,48,"False",1,1,14,14,14.
"",14264,15094447,"halyavin",57.63,4,"Y",570.99,8,1903,1945,328,306,1,"N",10,22,7,178,0,96.21621621621622,3482482896,3482891273,33,"False",4,4,82,120,101.25
"",14264,15216227,"Mr_rachvela",37.14,4,"Y",369.08,93,764,837,402,373,1,"N",99,7,92,93,0,50.27027027027027,3482162703,3482580345,5,"False",4,4,22,174,74.5
"",14264,15795618,"linubik",49.05,4,"Y",467.42,39,1139,1226,271,297,1,"N",33,18,38,147,0,79.45945945945945,3483187805,3483273720,15,"False",4,4,42,45,44.25
"",14264,15882034,"vishaljain",21.57,2,"Y",206.79,157,573,516,665,555,1,"N",158,3,156,12,17,7.142857142857142,3482766170,3482821280,2,"False",2,2,38,39,38.5
"",14264,15898218,"Rahenri",49.17,3,"Y",485.4,32,1594,1603,211,188,1,"N",32,13,31,154,0,83.24324324324324,3482103903,3482177797,16,"False",3,3,15,40,27.333333333333332
"",14264,15927969,"anothermat",57.51,10,"Y",564.92,11,1967,1980,266,239,1,"N",11,20,10,175,0,94.5945945945946,3482879770,3483264963,21,"False",10,0,"","",""
"",14264,19985398,"Shaleen_Sharma",32.93,3,"Y",320.23,128,1068,1041,266,239,1,"N",124,9,127,58,0,31.351351351351354,3482266057,3483214509,8,"False",3,3,71,83,75.33333333333333
"",14264,20539063,"bohuss",42.77,5,"Y",417.8,72,1034,1087,228,231,1,"N",69,26,71,114,0,61.62162162162163,3482509613,3483268728,25,"False",5,5,30,54,44.6
"",14264,20699997,"yulian",38.25,2,"Y",366.54,98,814,880,354,323,1,"N",90,5,97,88,0,47.56756756756757,3482366702,3482974859,5,"False",2,2,39,27,33.
"",14264,20701906,"Johan.de.Ruiter",44.74,5,"Y",437.11,55,1119,1184,450,415,1,"N",56,11,54,131,0,70.8108108108108,3482702716,3482825132,14,"False",5,5,24,27,27.4
"",14264,20771416,"alex_kasycky",60.15,2,"Y",585.46,5,1706,1804,310,339,1,"N",5,22,4,181,0,97.83783783783784,3482251813,3483158042,28,"False",2,2,41,48,44.5
"",14264,20950513,"maxxlu",41.95,7,"Y",409.49,77,959,1058,319,300,1,"N",76,3,76,109,0,58.91891891891892,3482940346,3483248871,9,"False",6,0,"","",""
"",14264,20994662,"baseballnut",37.83,7,"Y",369.86,92,1183,1181,203,183,1,"N",92,43,91,94,0,50.810810810810814,3482077945,3483181637,46,"False",7,7,1,28,18.142857142857142
"",14264,21050879,"Puj",47.4,1,"Y",465.78,42,1073,1180,373,377,1,"N",42,7,41,144,0,77.83783783783784,3483215178,3483215178,5,"False",1,1,104,104,104.
"",14264,21179827,"brev",50.01,3,"Y",488.04,31,1622,1635,308,276,1,"N",29,19,30,155,0,83.78378378378379,3483210131,3483277048,25,"False",3,3,123,126,124.
"",14264,21566435,"drochom_",55.85,8,"Y",542.36,14,1146,1323,415,480,1,"N",13,7,13,172,0,92.97297297297298,3482688333,3483213634,4,"False",8,8,40,74,57.125
"",14264,21761868,"ichattopadhyaya",35.35,7,"Y",350.99,106,1415,1349,303,294,1,"N",109,10,105,80,0,43.24324324324324,3482141459,3482289309,13,"False",7,7,64,83,69.28571428571429
"",14264,21913678,"TheRaven",54.72,5,"Y",539.21,16,1963,1976,416,371,1,"N",16,16,15,170,0,91.8918918918919,3482147060,3483148392,16,"False",5,5,50,55,49.
"",14264,22629033,"shig",35.5,2,"Y",347.84,110,1322,1271,343,317,1,"N",108,9,109,76,0,41.08108108108108,3482227754,3482391808,11,"False",2,0,"","",""
"",14264,22640357,"AlMag",33.48,7,"Y",326.31,117,1037,1033,219,191,1,"N",117,7,116,69,0,37.2972972972973,3482424967,3483233663,7,"False",7,7,11,68,60.714285714285715
"",14264,22651527,"bozzball",36.89,3,"Y",362.96,100,885,927,369,328,1,"N",100,6,99,86,0,46.48648648648649,3482117663,3482151135,6,"False",3,3,1,32,19.333333333333332
"",14264,22651604,"yaroslav_xp",31.97,4,"Y",311.81,133,1120,1052,304,270,1,"N",133,3,132,53,0,28.64864864864865,3483153309,3483274497,3,"False",4,0,"","",""
"",14264,22659109,"valdem",41.05,11,"Y",405.57,81,1252,1257,335,292,1,"N",83,7,80,105,0,56.75675675675676,3482214010,3482868529,8,"False",11,11,1,194,58.
"",14264,22661890,"momtchil",46.44,3,"Y",453.54,47,"",1442,"",385,1,"N",47,1,46,139,0,75.13513513513513,3482172366,3483073698,2,"False",3,3,43,63,54.666666666666664
"",14264,22667224,"defh",44.13,19,"Y",429.4,60,960,1061,328,333,1,"N",59,6,59,126,0,68.10810810810811,3482254583,3483182489,6,"False",18,18,41,42,48.111111111111114
"",14264,22668389,"Linusmartensson",31.9,1,"Y",307.83,135,0,1106,0,385,1,"N",134,1,134,51,0,27.56756756756757,3482256418,3482256418,2,"False",1,1,53,53,53.
"",14264,22673613,"przemek.nowicki",43.21,5,"Y",422.89,68,1454,1431,188,174,1,"N",67,21,67,118,0,63.78378378378379,3483145048,3483277070,22,"False",5,5,7,7,7.
"",14264,22675302,"LayCurse",51.48,3,"Y",503.64,21,1722,1760,425,377,1,"N",21,7,20,165,0,89.1891891891892,3482199017,3482254180,7,"False",3,3,29,66,45.
"",14264,22675348,"tiire",30.85,3,"Y",306.83,136,992,962,320,285,1,"N",140,8,135,50,0,27.027027027027028,3483187925,3483226486,8,"False",3,0,"","",""
"",14264,22678139,"martins256",39.22,5,"Y",390.65,86,1546,1461,344,310,1,"N",87,3,85,100,0,54.054054054054056,3482076972,3483235373,3,"False",5,5,18,57,41.4
"",14264,22680577,"hhbhhb",44.74,4,"Y",436.47,57,892,1073,385,376,1,"N",56,2,56,129,0,69.72972972972973,3482479311,3483219063,2,"False",4,4,51,54,52.5
"",14264,22687070,"poopi",55.03,19,"Y",542.06,15,1692,1760,285,264,1,"N",15,4,14,171,0,92.43243243243244,3482322890,3483263123,4,"False",18,18,29,119,78.88888888888889
"",14264,22687092,"hmilynavi",41.98,11,"Y",415.07,74,"",1328,"",385,1,"N",74,1,73,112,0,60.54054054054055,3482123084,3482372054,1,"True",11,11,11,38,33.27272727272727
"",14264,22690327,"AlexErofeev",30.51,2,"Y",292.01,144,919,871,303,259,1,"N",141,3,143,42,0,22.702702702702705,3482335315,3482493410,4,"False",2,2,21,34,27.5
"",14264,22690459,"Hanaban",29.49,1,"Y",274.94,151,1350,1235,331,373,1,"N",145,19,150,35,0,18.91891891891892,3482922052,3482922052,23,"False",1,1,15,15,15.
"",14264,22691154,"yasuh",44.7,3,"Y",436.83,56,1275,1313,216,200,1,"N",58,7,55,130,0,70.27027027027027,3482538067,3483184083,7,"False",3,3,33,33,33.
"",14264,22691839,"snguyen",33.22,1,"Y",324.29,120,1211,1157,273,251,1,"N",121,5,119,66,0,35.67567567567568,3482529678,3482529678,7,"False",1,1,68,68,68.
"",14264,22694931,"quimey",53.13,2,"Y",521.36,17,1681,1715,188,181,1,"N",17,19,16,169,0,91.35135135135135,3483221876,3483229311,24,"False",2,2,59,65,62.
"",14264,22695644,"eomole12",41.48,7,"Y",407.38,78,1480,1441,334,294,1,"N",80,6,77,108,0,58.37837837837838,3482466091,3483218557,6,"False",7,7,14,36,32.142857142857146
"",14264,22698830,"bholzer2",37.29,2,"Y",368.15,94,1325,1282,263,237,1,"N",96,5,93,92,0,49.72972972972973,3482508395,3483204715,5,"False",2,2,39,39,39.
